10,,34.81900952,,0.201135439,,,,,,,
5,,37.00249627,,0.042343885,,101,,,99,,
10,,38.63603594,,0.034127714,,34.81900952,,0.201135439,0.042343885,,0.042343885
10,,40.86921964,,0.034241603,,38.63603594,,0.034127714,43.92311754,,0.018214161
10,,42.1527045,,0.03430583,,38.63603594,,0.034127714,45.02363047,,0.017755628
5,,43.92311754,,0.018214161,,40.86921964,,0.034241603,49.0571414,,0.017971486
5,,45.02363047,,0.017755628,,42.1527045,,0.03430583,52.50637492,,0.017850646
5,,49.0571414,,0.017971486,,53.63832429,,0.033879743,55.70543256,,0.019835081
5,,52.50637492,,0.017850646,,54.88880178,,0.034090966,56.58877996,,0.018816378
10,,53.63832429,,0.033879743,,57.47215716,,0.033980719,61.40653407,,0.018575027
10,,54.88880178,,0.034090966,,59.90639187,,0.033808231,69.66133666,,0.017585789
5,,55.70543256,,0.019835081,,62.72320077,,0.034235974,72.7919144,,0.018423066
5,,56.58877996,,0.018816378,,68.30860945,,0.034232664,77.29222611,,0.018236342
10,,57.47215716,,0.033980719,,70.82522404,,0.034126059,79.41121838,,0.017719542
10,,59.90639187,,0.033808231,,71.65851859,,0.034371051,80.07879174,,0.018532319
5,,61.40653407,,0.018575027,,73.7252895,,0.033691364,84.42704056,,0.017926461
10,,62.72320077,,0.034235974,,76.04221278,,0.03437701,91.68408549,,0.018088685
10,,68.30860945,,0.034232664,,81.17556854,,0.03438926,93.998439,,0.018814722
5,,69.66133666,,0.017585789,,82.35894769,,0.047117918,102.921589,,0.018205222
10,,70.82522404,,0.034126059,,85.36040108,,0.03428729,127.080602,,0.018550197
10,,71.65851859,,0.034371051,,92.94784551,,0.034121093,130.3157288,,0.017999958
5,,72.7919144,,0.018423066,,94.98179445,,0.034042298,131.5467605,,0.0181304
10,,73.7252895,,0.033691364,,96.56770006,,0.034800449,132.3152686,,0.017871503
10,,76.04221278,,0.03437701,,97.63435211,,0.033818495,132.5664523,,0.017697029
5,,77.29222611,,0.018236342,,104.1019918,,0.034133343,133.4301136,,0.033754598
5,,79.41121838,,0.017719542,,105.020181,,0.034442231,133.5494121,,0.017550696
5,,80.07879174,,0.018532319,,125.3117794,,0.035130195,133.7164526,,0.017979101
10,,81.17556854,,0.03438926,,130.5147758,,0.044895774,133.8490571,,0.017693056
10,,82.35894769,,0.047117918,,131.7469163,,0.034665703,134.1495908,,0.017809262
5,,84.42704056,,0.017926461,,131.9977219,,0.034136322,134.2994133,,0.018137021
10,,85.36040108,,0.03428729,,132.1816702,,0.034223394,134.4658284,,0.017840713
5,,91.68408549,,0.018088685,,132.7968202,,0.033883053,135.5666019,,0.018010553
10,,92.94784551,,0.034121093,,132.9497257,,0.017833761,135.982593,,0.017873158
5,,93.998439,,0.018814722,,133.1134369,,0.018240646,136.4971096,,0.018624357
10,,94.98179445,,0.034042298,,133.2494293,,0.017547716,137.9839063,,0.017736095
10,,96.56770006,,0.034800449,,134.0134712,,0.034123079,138.1501745,,0.017909576
10,,97.63435211,,0.033818495,,136.3135424,,0.034665372,138.3832327,,0.017697029
5,,102.921589,,0.018205222,,136.6807705,,0.034074412,138.7666425,,0.017693387
10,,104.1019918,,0.034133343,,136.8479639,,0.034066135,138.9171596,,0.018235018
10,,105.020181,,0.034442231,,137.032034,,0.034022765,139.2974881,,0.018845512
10,,125.3117794,,0.035130195,,137.1991977,,0.033705269,139.4337977,,0.018309509
5,,127.080602,,0.018550197,,137.4310306,,0.033833724,140.2670194,,0.018032403
5,,130.3157288,,0.017999958,,137.6642428,,0.034138309,140.6142191,,0.018315799
10,,130.5147758,,0.044895774,,137.8141749,,0.033754267,141.0975436,,0.018121792
5,,131.5467605,,0.0181304,,138.6142456,,0.034822962,142.0829556,,0.017826146
10,,131.7469163,,0.034665703,,139.1308413,,0.033600982,142.2646437,,0.018183371
10,,131.9977219,,0.034136322,,139.5974586,,0.034582605,142.4333431,,0.01739741
10,,132.1816702,,0.034223394,,139.7642035,,0.033963504,143.3172113,,0.017837734
5,,132.3152686,,0.017871503,,139.9475138,,0.034315762,143.5001174,,0.017988371
5,,132.5664523,,0.017697029,,140.1308088,,0.034040312,145.0674191,,0.018211181
10,,132.7968202,,0.033883053,,140.4641016,,0.034217103,146.3315625,,0.017918184
5,,132.9497257,,0.017833761,,140.8808813,,0.034173071,147.781583,,0.01787382
5,,133.1134369,,0.018240646,,141.3309564,,0.033903911,148.4012032,,0.017958906
5,,133.2494293,,0.017547716,,141.8656202,,0.034611739,151.3843805,,0.018222437
10,,133.4301136,,0.033754598,,142.6478532,,0.034104208,152.4674728,,0.017790391
5,,133.5494121,,0.017550696,,142.8145123,,0.034181679,154.033065,,0.017719873
5,,133.7164526,,0.017979101,,142.9979192,,0.033749632,154.7688315,,0.01791388
5,,133.8490571,,0.017693056,,143.1645465,,0.033906559,155.6695611,,0.018543907
10,,134.0134712,,0.034123079,,145.3977875,,0.03443263,156.402492,,0.018412141
5,,134.1495908,,0.017809262,,146.0982328,,0.034419056,157.235576,,0.018006249
5,,134.2994133,,0.018137021,,147.2983072,,0.033704938,160.5331045,,0.017931096
5,,134.4658284,,0.017840713,,152.6816395,,0.033295735,161.3853966,,0.017834092
